순번;제목;저자명;출판사;isbn여부;ISBN;한줄소개
595;도파민;박지현;아홉프레스;Y;9791196361563;"""지금 떠오르는 단어를 세 개만 말해주세요.""라는 질문을 건네고 낯선 이가 답해 준 단어를 모아 초단편 소설부터 아코디언 만화, 대본까지 총 3가지 형식의 이야기를 한 권의 책 속에 담았던 [세 개의 단어, 그리고 십 분]의 두 번째 시리즈를 소개합니다.

이번 책에서는 아이디와 이메일 주소, 그날의 하루를 묻는 질문의 답변을 제외하고 직업도, 사는 곳도, 얼굴도 전혀 알지 못하는 이들이 온라인 설문지를 통해 보내준 단어를 바탕으로 이야기를 시작했습니다. 당신이 건넨 단어는 소설 속에서 바닷물이 되기도 하고 택배 기사가 되기도 했으며 헝클어져 있는 감정이 되기도 했죠."
596;세 개의 단어, 그리고 십 분;박지현;아홉프레스;Y;9791196361518;다양한 사람들에게 떠오르는 단어 세 개를 말해 달라고 했습니다. 그리고 십 분이라는 시간을 정해두고 짧은 글을 적어 내려갔습니다.평소 생각했던 것들과 보아온 것들이 자연스럽게 스며들어 있는 소설들은 때론 관찰집의 모습을 하고 있었습니다. 그리고 이야기에는 많은 것들이 생략되어 있습니다. 주인공에 대한 것 뿐만 아니라 앞과 뒤에 이어질 모든 배경들이요. 책에는 꿈, 노인, 시선, 감정에 대한 17편의 소설과 그에 대한 만화, 그리고 뒤쪽에는 소설을 기반으로 제작된 대본집이 수록되어 있습니다. 책을 읽는 독자들이 제작자보다 훨씬 더 많은 이야기를 써 내려갈 것이라 생각해요.다양한 방식으로 자신만의 이야기를 이어나가기를.
597;10월 19일의 뉴욕;소운;오롯이;Y;9791198271617;
598;선택은 망설이다가 - 임발 소설집;임발;빈종이;Y;9791196910594;창작자라면 누구나 자신의 콘텐츠에 적절한, 좋은 제목을 짓기 위해 신중할 수밖에 없다. 때와 장소에 따라 제각각 쓴 여러 편의 소설을 하나로 묶을 수 있는 제목으로 뭐가 좋을지 고심했다. 유심히 살펴보니 소설 속에 등장하는 여러 인물의 유사한 점은 뭔가 망설인다는 것이었다. 망설인다는 게 그렇게 긍정적인 행동은 아니겠지만, 우리네 인생에서 뭔가를 시원시원하게 결정할 수 있는 게 생각보다 많지는 않을 거라는 점에서 많은 독자의 공감을 얻을 수 있지 않을까 하는 기대가 있었다. 또 한 편으로 망설인다는 건 달리 해석하면 신중하다고 볼 수도 있을 것이다. 미완결 문장 뒤에 자신만의 수식어를 붙어보면 어떨까 하는 마음으로 소설집의 제목을『선택은 망설이다가』로 확정했다. 소설 속 인물들이 선택을 망설이다가 과연 어떤 상황과 만나게 될지 궁금하지 않은가?
599;어떤 달리기;임발;빈종이;Y;9791198797513;"자신이 쓸모없다고 생각하는 한 남자가 죽기 위해서 달리기로 결심한다. 이 남자의 운명은 과연 어떻게 될까.

한 권의 책이지만, 단 한 편의 짧은 소설이 수록되어 있다.
한 페이지에 단 한 줄의 문장을 삽입하는 파격적인 편집을 감행했다."
600;도망친 곳에서 만난 소설;임발;빈종이;Y;9791196910532;창작의 이면에세이가 아니라 소설을 쓴다고? 소설의 장르가 뭔데?제가 소설을 쓴다고 주변에 말했을 때 가장 많이 받은 질문입니다. ‘장르? 그러게. 내 소설의 장르가 뭐지?’ #취업 #회사 #조직 #실직 #퇴사 #오해 #관계 #버킷리스트 #출판 #작가 등 전체 단편소설에 흐르는 흔한 소재는 있을 지언정 흔히 이야기가 전개되는 장르적인 방식이 따로 없어서 어떤 장르다!라고 말하기가 어려웠습니다. 제가 쓴 소설은 흔히 말하는 로맨스 소설, 역사 소설, 공포 소설, 스릴러 소설처럼 명확한 분류가 가능한 장르 소설이 아니었거든요. 그냥 하고 싶은 말을 썼고, 상상했던 이야기를 만들었습니다.제가 눈치 보지 않고 쓴 글을 계속 살펴보았습니다. 결국 제가 말하고 싶은 건 실패였습니다. 저와 제 주변에서 발견된 실패를 피하지 않고 정면으로 다루면서 발버둥치기 시작하니까 신기하게도 이야기가 흘러가기 시작했습니다. 어떻게 끝날지 막막했던 소설이 어느새 완성에 가까워지고 있었습니다. 또 수많은 실패한 자들의 일상을 관찰하고 또 짐작해보니 모두 실패한 것도 아니었습니다. 그저 인생의 한 조각이었어요. 실패라는 그 낙인이. 제 소설에는 끊임없이 실수하고, 까먹고, 오해하고, 아파하고, 자만하고, 확대해석하는 사람들이 주된 인물로 등장합니다. 도망치고, 낭비하고, 변명하는 '흑역사 부자'인 모자른 인물들에게 작은 복수의 기회를 주고 싶었습니다. 그게 제가 그들을 위로하는 방식이었습니다. 그래서, 이제부터는 ‘당신이 쓴 소설의 장르는 무엇인가요?’라고 묻는다면 실패한 자들이 자기만의 방식으로 작은 복수를 감행하는 ‘일상소설’이라고 말하겠습니다. 얼마나 작은 지, 누가 누구에게 하는 복수인지 아마 잘 모를 수도 있어요. 그럼에도 당신의 마음 한 켠에 오래 남아있는 작은 답답함을 시원하게 날려버리면 좋겠습니다.반복되는 일상에서 아무렇지 않게 발생하는 #자만 #착각 #상심 #오만 #기대 #망각여섯 가지 키워드를 가지고 단편소설을 썼습니다.
601;부끄러움이 사람을 구할 수 없다;임발;빈종이;Y;9791196910549;남녀 간의 사랑을 주제로 이야기가 전개되는 소설을 우리는 보통 연애소설이라고 부릅니다. 사실 이 소설의 씨앗이었던 최초의 이야기는 로맨스를 꿈꾸는 우리가 상상하는 달달한 분위기와는 다소 거리가 멀었습니다. 그런데, 소설을 쓰며 생각하지도 않았던 두 남녀의 사랑이야기로 확장되는 기이한 경험을 해보니 지금 현재 제 안에 가장 깊이 자리잡고 있는 욕망이 무엇인지를 어렴풋이 알게 된 기분입니다. 본능적으로 제가 느꼈던 사랑을 향한 그 간절함이 당신에게 전달되기를 바랄 뿐입니다.이래도 저래도 사랑하며 살아가면 좋잖아요.
602;당신의 인생 어딘가;임발;빈종이;Y;9791196910525;“누구나 자신의 인생에서 한 번쯤은 온전히 주인공이 되고 싶은 욕망이 있다고 믿는다.” 소설을 쓰며 종종 떠올렸던 생각입니다. 제 생각은 지극히 주관적일 수밖에 없으므로 타인의 인생을 대신해서 소설로 쓴다는 것은 어쩌면 다소 위험한 방식일 수도 있겠다는 걱정도 했습니다. 하지만, 관점을 조금만 확장해보면 소설은 대체로 인물과 인물 사이의 관계성을 창조하며 시작됩니다. 그래서일까요? 많은 작가가 평소에 타인의 삶을 관찰하거나 듣는데 심혈을 기울입니다. 타인의 삶을 직접 전해 듣고 소설을 쓰는 게 이미 특별한 방식은 아니라는 얘기이기도 하죠. ‘야야, 내 인생 소설이다. 소설.’ ‘내 인생 소설로 쓰면 장편소설 몇 권은 우습지!’ ‘내 인생은 왜 이렇게 슬픈 소설 같지? 왜 이렇게 되는 게 없어.’ ‘네 소설에 나도 좀 써 봐. 비중이 작아도 괜찮으니까.’ ‘나는 못 쓰니까 네가 대신 내 얘기 좀 써주면 안될까?’ 첫 번째 책을 쓸 때 ‘에세이가 아니라 소설이냐?’는 말을 가장 많이 들었다면 두 번째 책이 나온 후에는 위와 비슷한 말을 참 많이 들었습니다. 이럴 때 추천하고 싶은 건 직접 소설을 쓰는 게 가장 빠른 방법이긴 한데, 여러 가지 제약으로 인해 많은 분이 도전의 문턱에서 되돌아가는 가는 것처럼 보였어요. 그럼에도 불구하고 저는 ‘이야기 속으로 들어가고 싶은 나’라는 욕망을 가진 분들의 소리 없는 아우성을 종종 들었습니다. 그렇게 빈종이의 세 번째 책의 최초 기획은 제 주변 타인의 말을 듣는 것에서부터 시작되었습니다. 타인의 인생을 좀 더 이해하려고 노력한다면 제 인생도 조금 더 의미 있는 쪽으로 풍성해질 수 있을 거란 기대도 있습니다. 단편소설의 형식을 빌려 ‘당신만의 이야기’가 ‘나와 당신의 이야기’ 혹은 ‘우리 모두의 이야기’로 잘 발전하도록 혼신의 힘을 다해보겠습니다. 이야기를 들려주신 분들께 소설 속에서 온전히 주인공이 되는 특별한 경험과 추억을 선물하고 싶습니다.
603;리틀샤이닝모먼트 엽서북;이종화;-;N;-;"직접 찍은 파리, 뉴욕, 발리, 스페인, L.A의 사진 20장을 담은 엽서북.

봄, 여름, 가을, 겨울의 순서로 재배치해서 계절감을 느끼기에 좋은 구성입니다.

 

무드에 따라 방 꾸미기에 사용하거나,

소중한 사람들에게 편지를 쓰기에도 적합한 디자인입니다."
604;설원의 흑토끼;솔진, 수;-;N;-;"""까만 토끼는 외롭지만 행복할 거예요""

 

모든 토끼들이 겨울잠을 자는 설원, 어쩐지 잠을 잘 수가 없는 까만 토끼 한 마리가 있습니다.

""나는 어디로 가고 있는 거지?"" 까만 토끼는 행선지도 모른 채 홀로 모험을 떠납니다.

 

누군가는 까만 토끼의 모험을 말썽이라고 말합니다.

- 그 마음도 이해가 안 가진 않습니다.

 

까만 토끼는 가끔 후회하고 또 가끔 외로울 것입니다.

- 그래도 까만 토끼는 다음 겨울에도 같은 선택을 할 것 같습니다.

 

감히 생각해봅니다. 까만 토끼는 외롭지만 행복할 거라고."
605;껌이지;구도;시지;Y;9791198149404;"껌 한 통 크기의 이상한 만화책

 

<껌이지>는 9권의 세트 도서이며 실제 껌의 형태와 크기에 맞춰 제작되었습니다.

검볼 머신에서 태어난 풍선껌 구구미가 낯선 세상에 적응하고 새로운 친구를 사귀면서

여러 감정들을 느끼고 스스로를 사랑하게 되는 여정을 담았습니다."
606;WE PIANO LOVE;정희우;-;N;-;"‘따뜻하고 사랑스러움이 묻어나는 피아노 연탄곡집’ 

‘연탄곡집의 모티브가 되어 준 아이의 이야기와 악보, 음원이 담겨있는 책'

 

사랑하는 가족, 친구, 연인 등 모든 사람들과 함께 연주할 수 있는

총 5곡의 피아노 연탄곡집 입니다. 

 

어릴 적 언니와 함께 피아노에 나란히 앉아

젓가락 행진곡과 고양이 춤을 연주하던 기억. 

 

친구들과 꺄르르 웃으며 음악실 안 피아노에서 연주하던 그때의 우리.

 

이렇게 연탄곡에 대한 따뜻한 추억과 

이 앨범의 모티브가 되어 준 저의 아이와 연주하는 상상을 하며

끄적인 곡들이 모여 악보로 나오 게 되었어요.

 

책 안에는 바코드가 있어 음원을 들으실 수 있으며,

모티브가 되어 준 아이의 이야기도 짧게 소개되어 있습니다. 

 

같이 연주하는 그 자체가

사랑이라는 것,  

즐거움과 행복이라는 것을

모든 사람들과 나누고 싶었습니다. "
607;시들지 않기 위해 피지 않을 것;홍성하;웜그래이앤블루;Y;9791191514162;"깊은 외로움과 자괴, 불안. 그 삶을 견디는 이야기.

글쓰기 애플리캐이션 에서 ‘마음이 여름’이라는 필명으로 많은 사랑을 받고 있는 홍성하의 글을 모았다. 삼백 페이지에 가까운 소설 혹은 에세이, 시 등, 길고 짧은 그의 글은 평생에 이어져온 깊은 외로움과 자괴, 불안과 같은 감정들을 기초로 한다. 그럼에도 ‘마음이 여름’이라는 필명과 마찬가지로, 여름과 같은, 슬프지만 뜨거운 삶을 살아내가는 그의 이야기이자 우리의 이야기이다."
608;걸어서 타코야끼속으로;감자전;-;N;-;"“타코야끼 먹기가 왜 이렇게 힘드냐고....”

 

새 학기, 친구들과 다른 반이 된 정우는 씁쓸한 마음을 타코야끼로 달래 보려 하지만,

오늘따라 타코야끼 먹기가 참 힘들다...!!! 타코야끼를 향한 험난한 여정을 담은 아주 짧은 만화입니다."
609;젊은날의 날갯짓;김혜린, 이재순;-;N;-;"우연히 엄마의 방에서 세월의 먼지가 쌓인 서류 봉투 하나를 발견했다.

'금성' 크라프트 봉투 위에는 [젊은날의 날갯짓]이란 엄마의 투박한 글씨가 쓰여 있었다. 

그 안에는 40여 년 전의 젊은 날의 그녀가 적었던 수십 편의 글과 낙서가 적힌 종이 뭉치가 들어있었다.

 

""현실에 적응하기 위해 수없이 깨지고 씹히고 다치고 상처 입지만 내 마음속에 세워 놓은 아니 모셔 놓은 진주만은 잃어 버려서는 안 된다고 다짐해본다.""  -본문 중에서

 

 26년 만에 발견한 엄마의 오랜 글에서 방황하는 나의 마음과 맞닿아 있는 엄마의 마음을 발견할 수 있었다. 

그리고 그녀의 글이 “나도 그런 적 있어.”하고 말을 건네는 듯한 느낌이 들어 명징한 위로를 얻었다.

 

며칠에 걸쳐 모든 글을 읽은 후, 어딘가에 살아 있을 것만 같은 그녀를 위해 나의 글을 보내야겠다는 마음이 들었다.

시공간을 초월하여 나의 위로 또한 그녀에게 닿기를 바라면서, 

또 저마다의 젊은 날을 살아내고 있는 당신의 마음 한편에도 위로가 되기를 바라면서.

 

 

 *1980년대 엄마가 적은 글과 2022년에 제가 적은 글을 한편 씩 번갈아 실었습니다. 

중간에는 서류 봉투에 들어있던 종이를 직접 보실 수 있도록 스캔하여 넣었습니다. 

시대와 세대를 연결하는 엄마와 딸의 글을 통해 독자님들과도 확장된 연결을 경험할 수 있기를 바랍니다."
610;SOUL SPLIT IN HALF;은미;은미;Y;9791198010698;"차곡차곡 써오던 일기를 바탕으로 스물아홉의 변곡점을 담아 책으로 처음 세상 밖을 향해 나왔습니다. 무릎을 탁 치는 감동이나 영감까지는 확신할 수 없지만 헤르만헤세 데미안 전에 표기되어 있던 구절과 같이 튀지도 조화롭지도 않은 저의 이야기입니다. 아홉수에 한정 짓기 보다 어쩌면 인생에 한 번쯤 터닝포인트이자 변곡점의 계기가 있는 독자라면 이 책을 접했을 때 조금은 감흥 있게 다독거려 주지 않을까 하는 작은 희망이 있습니다.

'솔직할 것, 정확할 것, 숨김없이 투명하게 보여줄 것'
술 먹고 새벽 2시에 잠자리 드러누울지언정 아무리 귀찮아도 일기를 쓰고 잠들었고, 뜨거운 눈물 안고 퉁퉁 부어오른 눈으로 새벽 6시 밝아오는 다음 날을 맞이하여도 일기를 쓰며 하루의 마무리를 짓기도, 하루의 시작을 자체 알람으로 사용하며 견뎌왔습니다. 적어도 나의 하루에, 나 자신에게만큼은 가면은 벗어 두고 '솔직할 것, 정확할 것, 숨김없이 투명하게 보여줄 것' 3가지 규칙을 정해 약속을 지켜나갑니다.

아홉수의 사고 전환점, 아홉수의 과감한 멈춤으로 인해 하루가 다르게 달라지는 풍경을 발견하고 죽었던 감각들이 깨어나 살아있음의 가치를 새삼 살결에 닿는 느낌을 경험합니다. '바빠서'라는 핑계가 나를 묻어두게 했다는 것을 치우칩니다. 원망, 분노, 증오, 경멸, 미움, 애증, 용서 세심한 감정 변화와 함께 서툴지만 어른이 되어가는 과정을 보여줍니다.

정형화되지 않은 일기 형태로 매일 썼고 현재 이 책을 거머쥔 오늘날까지도 Good&Bad로 나눠 써 내려갑니다. 감정털이의 장으로 쓰였고 한편으론 나의 멘탈 치료제 같은 일기를 보며 어리숙하고 미성숙하기만 한 스물아홉의 한 여성의 이야기로 우리의 마음을 들여다볼 수 있는 용기를 심어줄 것입니다."
611;도쿄와 생각;이광호;별빛들;Y;9791189885229;"『도쿄와 생각』은 아내 미림과 함께한 도쿄 여행으로부터 모여든 사적인 상념을 정리한 생각의 기록이다.

손끝으로 지난 기록을 다시 더듬으며 돌출된 생각을 읽는다. 어떤 날은 여행이 되기도 하고, 어떤 하루는 생활이 되며, 어떤 순간은 삶의 가능성이 되고, 어떤 사건은 사랑의 발견이 된다.

짧은 여행과 긴 생각의 열차 속에서 나는 새로워졌음을 느낀다.

환대하고 싶은 멋진 여행이었다."
612;내가 나를 간직할 수 있도록;이광호;별빛들;Y;9791195872619;"<내가 나를 간직할 수 있도록>은 <이 시간을 기억해>로 약간의 산문을 선보인 이광호 작가의 다섯 번째 책이자 첫 번째 산문집이다.

이 책에서 이광호 작가는 사람들과 어울려 살아가는 이 세상에서 이광호 작가로 살아가는 이야기를 담는다.  어쩌면 이 책에서는 누군가를 따듯하게 위로하는 글은 없을지도 모른다. 하지만 마지막 책장을 덮은 후 우리는 생각할 것이다. 나의 삶은, 나를 둘러싼 사람들에게 있는지 나에게 있는지, 혹 사람들과 어울려 살아가는 세상에서 나를 잊고, 잃고 사는 것은 아닌지 라는 생각을. "
613;그 당시;이광호;별빛들;Y;9791195872626;우리는 찰나의 시를 쓰며 살아갑니다. 사랑하는 이와 밥을 먹고 밥풀을 ?어주며 혹은 사랑하는 이와 길을 걷다 처음 손을 잡거나 첫눈을 맞거나 이별을 하면서, 『그 당시』는 그런 시집입니다. 이광호 시인의 시가 되어버린 사랑의 순간들을, 영원히 읽혀질 시들을 모은 시집.
614;숲;이광호;별빛들;Y;9791195872633;사회를 숲에 비유하여 숲에서 살아가는 작가가 고민하고 발견한 모순, 부조리들을 재미있는 우화로 쓴 책이다.
615;이 시간을 기억해;이광호;별빛들;Y;9791195872657;꿈을 향해 또는 삶을 살기 위해 성장하고 나아가는 이광호 작가의 젊은 시간들이 담긴 에세이 시집.
616;우리는 영원을 만들지;이광호;별빛들;Y;9791189885014;《우리는 영원을 만들지》는 독립출판으로 < 당신으로 좋습니다>, <그 당시>, <이 시간을 기억해>, <사랑하고 있습니다>,《내가 나를 간직할 수 있도록》, 《숲》과 같은 작품들을 스스로 꾸준히 발행한 이광호의 3년 만의 시집.
617;아름다운 사유;이광호;별빛들;Y;9791189885090;이광호 에세이 <아름다운 사유>는 독립적으로 자유롭게 문학 활동을 하는 이광호의 신작 에세이다. 2015년부터 독립적으로 다양한 작품들을 스스로 꾸준히 발행한 이광호는 자신의 사유들을 정돈하며 이곳에 쓰고 엮었다.
618;숲 광장 사막;이광호;별빛들;Y;9791189885076;『숲 광장 사막』에서 들려주는 81가지의 이야기는 이광호 작가 특유의 글맛이 배어 있어 쉽고 재미있게 읽을 수 있는 우화집이다. 『숲 광장 사막』의 위트있는 풍자는 오늘날 우리의 무반성적인 삶의 태도를 꼬집고 굳어져버린 일상적 사고 구조에 강렬한 자극을 주며 우리에게 거대한 질문을 남겨줄 것이다.
619;흰 용서;이광호;별빛들;Y;9791189885144;"<흰 용서>는 독립적으로 자유롭게 문학 활동을 하는 이광호의 2019년 10월부터 2020년 12월까지의 일기 원문을 최대한 유지하며 편집하여 옮긴 에세이다.

 

이 책에서 작가는 그저 자신의 생활과 일상을 공유하며 우리에게 즐거운 읽을거리를 주지만, 우리는 그의 일상을 통해서 느끼고, 배우고, 생각하며, 깨달을 것이다. 가볍게 흘러가는 우리의 일상에 많은 감정과 관계, 생각과 감동이 있기에."
620;사랑의 솜씨;이광호;별빛들;Y;9791189885885;사랑 앞에 서면 결점이 너무 많아, 부끄러웠습니다.그럼에도 사랑의 시(詩)가 남았습니다.남아있는 사랑의 시(詩)를 한참 바라봤습니다.내 안에 머무는 모든 것들이 사랑으로 만들어졌음을 깨닫습니다.2019년부터 2021년까지 남았던 시(詩)를 엮어 ‘사랑의 솜씨’라고 이름 지었습니다.잘 쓰인 사랑은 모두가 내 이야기 같은 보편성을 가진다는 말이 있습니다.지금이 시집이 그럴 수도 있고 그럴 수도 없다는 생각을 합니다.일찍이 사랑을 노래한 위대한 시인들을 생각하며 허락을 구합니다.누군가에겐 용기 되고 누군가에겐 위로되며 누군가에겐 유용함이 될 사랑의 시(詩)입니다.
621;구원의 대답은 그럼에도;이광호;별빛들;Y;9791189885991;"도시에서 살아가는 동안 벗어나지 못하는 것들이 있습니다.

허영, 외로움, 꿈과 현실, 사람들의 기대와 실망, 도시의 추악한 이기, 스스로의 모순과 죄책감 그밖에 수많은 것들.

언제나 그런 것들에 짓눌리고, 숨 막혀 아파했습니다.

하지만 주저앉고 싶지 않았습니다. 구원을 바랐습니다.

그때마다 나를 일으켜주고 나아가게 해줬던 구원이 있습니다.

 

그럼에도 살아보자, 그럼에도 해 보자 (···) 그럼에도, 그럼에도.

 

내가 밤새 부르던 구원의 대답이었습니다.

 

이 시집은 구원을 바라던 날들과, 구원의 순간들을 엮은 시집입니다.

시집은 말을 적게 하고 싶은 요즘의 마음으로, 오랫동안 써 놓은 시들을 줄이고 버렸습니다.

줄이다 보니 3행이면 충분하겠다 싶어 모두 3행으로 줄였습니다.

계어가 있는 시는 하이쿠로 봐도 상관없지만 딱히 염두에 두어 쓰거나 줄이진 않았습니다.

 

하나 허투루 쓴 것이 없습니다.

나에게 있어 이미 충분히 좋은 책이니, 부디 읽는 분들에게도 좋은 책이 되길 바랍니다."
622;파리와 생각;이광호;별빛들;Y;9791189885243;"『파리와 생각』은 파리에서 만난 ‘여행자로서의 나’와 ‘여행지로서의 파리’ 사이에 쓰인 한 편의 시(poem) 이자, 파리로부터 모여든 사적인 상념을 정리한 에세이(essay)다.

파리와 나 사이의 대화 같은 사진과 파편으로 이루어진 기억들 사이를 헤매며 파리의 거리를 걷는다.

고풍스러운 상앗빛 거리, 몽환적인 정원, 도시를 장악한 사람들, 풀 향을 밴 석양빛, 결정적 순간 …….

그곳에서 새로운 ‘나’를 마주한다. 오랫동안 담겨있던 상자로의 해방이자 내 남은 삶의 시작 같은 문이었다."
623;달이 뜨는 동쪽, 세상의 끝;주얼;이스트엔드;Y;9791197746031;"“이 책에 실린 네 편의 소설은 ‘다시 시작’에 대한 나의 고민과 의심, 바람과 기대가

한데 뒤엉키고 녹아들어 변형의 과정을 거친 끝에 다다른 불확실한 대답들이다.”

 

속초의 바다와 달빛 아래서 펼쳐지는 회복과 치유의 풍경, 그리고 다시 시작하는 사람들

『당신의 계절이 지나가면』, 『여름의 한가운데』의 작가 주얼의 첫 연작소설"
624;당신의 판타지아;주얼;이스트엔드;Y;9791197746055;"“이 책에 실린 네 편의 소설은 ‘다시 시작’에 대한 나의 고민과 의심, 바람과 기대가

한데 뒤엉키고 녹아들어 변형의 과정을 거친 끝에 다다른 불확실한 대답들이다.”

 

속초의 바다와 달빛 아래서 펼쳐지는 회복과 치유의 풍경, 그리고 다시 시작하는 사람들

『당신의 계절이 지나가면』, 『여름의 한가운데』의 작가 주얼의 첫 연작소설"
625;여름의 한가운데;주얼;이스트엔드;Y;9791197746048;"“특별한 이유란 게 있을까.

그냥, 시간이 흘렀고, 변하지 않는 건 없으니까.”

 

머무름과 나아감 사이 방황의 기억에게 보내는 애틋하고도 부끄러운 다섯 편의 연서(戀書)

아름다운 표지와 다듬어진 문장으로 새롭게 출간된 주얼의 두 번째 소설집"
626;어스름한 아침을 밝히는 건;백진주;-;N;-;"출근길에서 마주한 장면들을 하나둘 그러모았습니다. 정해진 시간마다 길을 거닐다 보면 보이지 않던 것들이 머물다 갑니다. 터덜터덜 발걸음을 옮기는 사람들의 뒷모습, 고개를 내미는 아침놀, 하루가 다르게 변해가는 동네, 그리고 출근하는 나. 스쳐가는 장면을 그저 흘려보내지 않고 담아보고자 글을 써냈습니다. 어쩌면 길 위에서 마주쳤을 우리들의 평범한 장면을 함께 나누고자 합니다. 누군가에게 다정한 아침이 되기를 소망합니다.
"
627;실패한 사랑을 수집하는 건 악취미라서;강예린;블루프레임;Y;9791198317186;"불완전한 사람인 화자(가영)가 치열하게 사랑하는 내용으로 구성되어 있습니다.

코코라는 대상을 사랑하며 방황하는 가영이의 내부를 솔직하게 적었으며,

세상과 사람에게 지독하게 상처받지만

결국 사랑하며 살 수밖에 없는 모순적인 현실을 자기파괴적으로 담았습니다."
628;제주도는 가고 싶고 운전은 못 하고;시와;-;N;-;"<제주도는 가고 싶고 운전은 못 하고>는 운전은커녕 자전거도 못 타는 제가 

제주도 여행을 하려고 버스를 공부하다가 만든 책으로 2018년 초판 이후, 5년 만에 개정판이 나오게 되었습니다. 

 

버스로 제주를 여행한 에세이나 버스로 갈 수 있는 제주 관광지를 소개한 가이드 북이 아닌, 

그야말로 제주 버스 안내서입니다. 내용으로만 보자면 관공서에서 배포할 법하지만, 

지루함을 덜기 위해 정성을 다해 꾸몄습니다. 색연필만 사용한 초판과 달리 

개정판은 수채 물감과 마커펜 위주로 작업하였고, 저의 다른 책과 마찬가지로 핸드 바인딩으로 마무리하였습니다. 

 

제주도의 다양한 버스(급행, 간선, 지선, 관광지 순환, 리무진, 시티투어)를 소개하고,  

버스 이용 시 주의할 점 등을 저의 실수를 예로 들어 설명하였습니다. 

 

이 책은 운전을 못 하는 여행자를 위한 것이지만, 

운전을 잘하는 사람도 한 번쯤은 버스 여행을 해보았으면 하는 마음을 담았습니다.

차가 없는 불편함 속에서 얻을 수 있는 편안함이 있을지도 모르거든요.  "
629;도로시 맨션;가히지;앳눈북스;Y;9791188594252;"한때 머물렀던 뉴질랜드에서 본 풍경 중 잊을 수 없는 장면이 있습니다. 투명하게 반짝이는 여름 바다가 펼쳐진 해변에서 다양한 피부색, 서로 다른 문화와 언어, 다채로운 사람들이 서로 가족을 이루고 함께 피크닉을 즐기는 모습을 바라보며 왜인지 모르게 코끝이 찡해졌습니다.
다양성에 대한 이야기를 어떻게 하면 가장 쉽고 명확하게 할 수 있을까 오랫동안 고민하다가 우연히 영화에서 '도로시의 친구'라는 말이 당시 사회에서 게이들이 서로를 지칭하는 은어로 쓰였다는 것을 알게 되었습니다. 등장인물 중 하나가 ""정말 괴상한(queer) 친구들을 가졌구나, 도로시""라고 말하자, 도로시는 대답합니다.
""괴상한 것은 아무 상관 없어, 친구니까.""
이 이야기에서 영감을 받아 <도로시 맨션>을 기획하게 되었고, 현실과 이상의 세계가 뒤섞인 판타지적인 이미지를 만들기 위하여 콜라주 기법을 사용하였습니다."
630;항로;taeppokp;태풍과 폭풍;Y;9791198233509;"시작.
이 만화책이 발견되기 이전부터 시작된 누군가이길 바란다.
끝.
‘섬광이 지나갔습니다’

표지부터 시작된 쪽수 ‘1’은 만화책의 마지막 문장이 무엇일지 엄밀하게 따져볼 준비를 한다. 그리하여 『항로』의 가장 마지막 문장은 다음과 같다.

‘이 책은 접착제 없이 조립과 분해가 가능하나 잦은 마찰로 인해 실이 삭아 재조립이 어렵거나 형태가 흐트러질 수 있습니다’

마지막 문장은 표면적으로 책의 특수한 형태나 구조에 대해 경고하는 듯 하다. 그런데 책의 형태는 무엇으로 유지되고 있는지. 중철제본 변형 형식인 내지의 중심에서 과도하게 노출된 매듭의 악력이 되묻는다. 판형의 크기는 이 독특한 제본 방식과 긴밀하게 연결된다. 오직 크기에서 오는 내지의 무게가 책의 좁은 중심부를 확장시키고 있기 때문이다.
접착제를 제거한 만화책은 운명적으로 뒤척이는 동시에 진동에 의한 잦은 마찰로 타들어갈 이야기의 모순을 암시한다. 연속성으로 감각되는 것들이 인물로 다듬어져 이야기가 되어왔지만 그렇지 않은 것들은 어떠한 이유로 힘겹게 개인적으로 감각되거나 감각되지 않아왔는가. 『항로』는 만화 또는 이야기의 연속성을 견인하는 잠정적 동력으로 비인간 또는 존재라 일컬어지지 않는 대기와 같은 거대한 움직임의 틀과 그것들을 향한 두려움의 감정을 동시에 향하는 모순된 만화책이다."
631;오늘도 무사히 퇴근;이슈팅;쏘아올림;Y;9791197782206;"<오늘도 무사히 퇴근>은 사수 없이 나 홀로 일하는 인하우스 디자이너의 100주 기록물입니다.

사수 없이 나 홀로 일한다는 것은 단순히 정제된 지식을 전달받지 못함을 의미하지 않습니다.

디자이너로서 짙은 공감과 위로를 해줄 존재의 부재가 가장 힘이 듭니다.

 

그래서 일주일에 한 번 스스로를 살뜰하게 돌보는 시간을 가지고 싶었습니다.

일에 치여서 충분히 슬퍼하거나 분노하지 못할 때는 감정을 써놓기도 하고, 이렇게 행동할 껄 그랬나?

상황을 복기 하는 등 기록의 형태는 다양합니다.

그래서 어떤 글들은 뜨겁기도 하고 어떤 글은 머리가 어지럽기도 합니다.

하지만 그 만큼 주니어 디자이너로서 가지게 되는 생생한 동경, 질투, 고민 등 다채로운 감정과 생각의 기록물입니다.

 

<오늘도 무사히 퇴근>을 통해서 독자는 출판사 디자이너 직무에 대한 궁금증,

사수없이 일하다는 것이 무엇을 의미하는지, 디자이너로서 마주하게 되는 현실 등에 대해서 알 수 있습니다."
